#
#
# System "Saber (CPU only)" "Saber (GPGPU only)" "Saber"
# "PROJ_{4}"
# "SELECT_{16}"
# "AGG_{sum}"  
# "GROUP-BY_{64}"  
# "JOIN_{1}"  
# old reduce 5 6106.8998 2436.0684878 5986.2947561
# old group-by 7 3878.91872222 674.249195122 3967.39587805
1  2600.26307317 4505.33865854  4868.44241463
3  1974.74817073  3943.50492683 4829.15719512
5 3156.79562295  4413.10060656  5715.27285246
7	3385.21355738	1915.62791803  4077.42127869
9 106.692707317 92.9104390244 191.899902439

