1 	1249915.71603	18836988.8143 	1243217.92 			1149.71855556
3 	1297515.92523 	37445255.168 	28242916.0471	1142.7385
5 	2186202.1104 	33096787.5584 	0.0				1010.0338
7 	1581169.71839	24598579.5793 	14016465.2465	750.689074074
9 	2805.83099013 	3212276.29714 	0.0						98.0308928571
11 	1254973.31045 	38507992.4054 	0.0				1175.17066667
13 	1214.48381818 	20820033.536 	10503533.3632			635.377
15 	449081.75264 	34190590.9449 	17189220.1773	1043.4140303
17 	507561.201714 	19961364.48 	10077798.4				609.1725
