1 	9327509.504 18878897.193 28748218.368 9653134.9504 18968805.376 19119775.744 19264831.488 28517401.3952 5218830.71877
3 	6497435.648 18484747.9603 22997041.152 15726220.0832 17250201.6 19038879.744 19252936.704 22864653.5168 2805078.03685
5 	17152383.622 28264372.7093 34988262.914 21983736.5616 27315716.912 28732664.202 29764573.96 33334213.22 3504416.04097
