1 	4099.8 	3401.58078603 	0.113293819211
2 	3225.1 	2534.74313099 	0.147259619857
3 	4848.606 	1587.46952 	0.0621914834903
4 	4321.357 	2316.02139869 	0.0691393930194
5 	4606.786 	1787.28004564 	0.0982194527812
6 	3536.926 	2768.48672024 	0.163518829628
7 	4980.04 	1561.34983655 	0.0718486196898
8 	4417.166 	2283.13432489 	0.0649656363379
9 	4684.631 	1548.717846 	0.101416525656
10 	3640.719 	2849.72945536 	0.164262883238
11 	4910.18 	1542.75192982 	0.0671608780126
12 	4431.138 	2360.77542495 	0.0695220956784
13 	4613.546 	4190.71591853 	0.0990992611757
14 	3483.034 	2701.79272897 	0.161495121782
15 	4728.543 	1921.85120739 	0.0754583388583
16 	4405.19 	1990.62979079 	0.0487164004277
17 	4742.515 	3709.01376782 	0.102413171071
18 	3610.778 	2797.82505848 	0.168611030642
19 	4746.507 	1867.7590722 	0.0798749480407
20 	4427.146 	1933.37388608 	0.0448340759487
21 	4796.407 	3575.32578819 	0.104292859217
22 	3528.942 	2708.48769748 	0.167718540004
23 	4984.064 	2229.55031475 	0.0800982892676
24 	4558.882 	2146.47360833 	0.0607089632941
25 	4640.719 	3539.85314315 	0.0992794435517
26 	3590.818 	2823.46511233 	0.165686481465
27 	4970.06 	602.1243402 	0.0721365536835
28 	4451.098 	2359.72970894 	0.0657698392621
29 	4546.906 	3417.23991304 	0.095420490329
30 	3427.146 	2775.72195457 	0.163683134597
31 	4694.611 	1875.57098063 	0.084432767699
32 	4574.85 	1632.62776718 	0.0442298654601
33 	4580.838 	3392.50345607 	0.0949276093152
34 	3574.85 	2686.30346821 	0.174326475237
35 	4437.126 	2102.43986777 	0.094655414338
36 	4646.707 	1392.09197314 	0.0248147774327
37 	4746.507 	3409.46277465 	0.101992897093
38 	3365.269 	2401.21315915 	0.17885167575
39 	4157.685 	2938.0974 	0.113832577504
40 	4830.677 	442.651677291 	0.0199589001707
41 	4341.317 	2828.62014164 	0.110829962428
42 	3580.838 	2609.15331658 	0.150387423279
43 	3257.485 	2276.009 	0.166022253364
44 	5670.659 	518.93601066 	0.0165402292749
45 	4668.663 	2647.78833649 	0.108975953073
46 	3810.379 	2736.45104336 	0.136915251737
47 	3103.792 	2273.80862396 	0.169670841345
48 	5690.619 	520.414461233 	0.0227217812333
49 	4349.301 	2598.75246473 	0.11471199625
50 	4077.844 	3003.14127094 	0.121798185512
51 	3538.922 	2670.36150914 	0.162420646739
52 	5672.655 	518.771630219 	0.0210088574045
53 	4299.401 	2644.43808961 	0.115928474688
54 	4309.381 	3050.21677834 	0.120418918634
55 	3720.559 	2667.40772854 	0.15737823268
56 	5516.966 	502.535516832 	0.0160028174906
57 	4590.818 	2291.75970111 	0.110575065272
58 	3798.403 	2644.19214365 	0.134734255423
59 	3193.613 	2340.22330028 	0.167969945012
60 	5688.623 	510.954161677 	0.0229456232202
61 	4393.214 	2742.26096815 	0.113826005289
62 	4029.94 	2897.56016529 	0.122643761446
